#Zotu ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Accession_description,Accession no.,evalue,per. Ident,taxid
Zotu1,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,1.06E-172,100,863246
Zotu1436,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis isolate TeToto4 18S ribosomal RNA gene, partial sequence",AY753619.1,1.73E-94,93.697,312471
Zotu1437,,,,,,,,,,,,
Zotu1438,,,,,,,,,,,,
Zotu1439,,,,,,,,"Uncultured kinetoplastid clone IP_39 18S ribosomal RNA gene, partial sequence",JN629986.1,2.46E-78,88.672,0
Zotu1440,,,,,,,,"Uncultured kinetoplastid gene for 18S rRNA, partial sequence, clone: Lake Biwa hypolimnion 2",AB996691.1,2.42E-83,89.764,0
Zotu1441,,,,,,,,,,,,
Zotu1442,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,"PREDICTED: Rattus norvegicus uncharacterized LOC102546375 (LOC102546375), transcript variant X3, ncRNA",XR_349491.3,1.67E-60,96.622,10116
Zotu1443,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,5.02E-156,97.015,863246
Zotu1444,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis breed flagellate small subunit ribosomal RNA gene, partial sequence",KY859412.1,1.14E-61,95.513,312471
Zotu1445,,,,,,,,,,,,
Zotu1446,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,"PREDICTED: Rattus norvegicus leucine rich repeat containing 4C (Lrrc4c), transcript variant X9, mRNA",XM_017591730.1,1.63E-99,96.491,10116
Zotu1447,,,,,,,,,,,,
Zotu1448,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,6.49E-155,96.988,863246
Zotu1449,Eukaryota,Euglenozoa ,Kinetoplastea ,Eubodonida     ,Bodonidae,,Bodonidae sp.,"Bodonidae sp. isolate Cx11 18S ribosomal RNA gene, partial sequence",MF000704.1,4.75E-60,96.599,2041038
Zotu1450,,,,,,,,,,,,
Zotu1451,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Mus         ,Mus musculus,"Mus musculus chromosome 10, clone RP23-360H23, complete sequence",AC104920.10,6.09E-33,94.845,10090
Zotu1452,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Rhynchomonadidae,Klosteria   ,Klosteria bodomorphis,"Klosteria bodomorphis small subunit ribosomal RNA gene, partial sequence",AY268046.1,1.46E-65,97.386,240580
Zotu1453,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis isolate JC16 18S ribosomal RNA gene, partial sequence",AY753615.1,5.34E-90,90.875,312471
Zotu1454,,,,,,,,,,,,
Zotu1455,,,,,,,,,,,,
Zotu1456,,,,,,,,,,,,
Zotu1457,,,,,,,,,,,,
Zotu1458,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Cricetidae        ,Onychomys   ,Onychomys torridus,"Onychomys torridus genome assembly, chromosome: 12",LR877199.1,0.000000238,100,38674
Zotu1459,,,,,,,,,,,,
Zotu1460,,,,,,,,"Acomys russatus genome assembly, chromosome: 8",LR877219.1,3.51E-10,80.952,0
Zotu1461,,,,,,,,,,,,
Zotu1462,,,,,,,,,,,,
Zotu1463,Eukaryota,Euglenozoa ,Kinetoplastea ,Eubodonida     ,Bodonidae,Bodo        ,Bodo saltans,"Bodo saltans small subunit ribosomal RNA gene, partial sequence",MH614643.1,1.07E-116,97.619,75058
Zotu1464,,,,,,,,,,,,
Zotu1465,,,,,,,,,,,,
Zotu1466,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus 9 BAC CH230-486H15 (Children&apos;s Hospital Oakland Research Institute) complete sequence,AC141583.3,6.96E-47,93.939,10116
Zotu1467,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus rattus,"Rattus rattus voucher EBD2012-064-125 mitochondrion, complete genome",MW209724.1,6.15E-93,100,10117
Zotu1468,,,,,,,,,,,,
Zotu1469,,,,,,,,,,,,
Zotu1470,,,,,,,,,,,,
Zotu1471,Eukaryota,Chordata   ,Mammalia      ,Peramelemorphia,Peramelidae       ,Perameles   ,Perameles gunnii,"Perameles gunnii partial rhpn2 gene, exon 1",LM651359.1,1.46E-34,92.661,37737
Zotu1472,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis strain SCCAP BD52 18S ribosomal RNA gene, partial sequence",AY998646.1,1.03E-91,93.277,312471
Zotu1473,Eukaryota,Euglenozoa ,Kinetoplastea ,,,,uncultured kinetoplastid,"Uncultured kinetoplastid gene for 18S rRNA, partial sequence, clone: Lake Biwa hypolimnion 2",AB996691.1,1.12E-86,90.551,204529
Zotu1474,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma vegrandis,"Trypanosoma vegrandis isolate OTU3687 18S ribosomal RNA gene, partial sequence",KY640322.1,6.78E-170,97.734,1648351
Zotu1475,Eukaryota,Chordata   ,Mammalia      ,Lagomorpha     ,Leporidae         ,Oryctolagus ,Oryctolagus cuniculus,"Oryctolagus cuniculus, clone 0863G04, complete sequence",AC234997.5,1.41E-74,93.401,9986
Zotu1476,,,,,,,,"Perameles gunnii partial rhpn2 gene, exon 1",LM651359.1,1.83E-23,88.35,0
Zotu1477,Eukaryota,Chordata   ,Mammalia      ,Peramelemorphia,Peramelidae       ,Perameles   ,Perameles gunnii,"Perameles gunnii partial rhpn2 gene, exon 1",LM651359.1,1.5E-29,92,37737
Zotu1478,,,,,,,,"Oryctolagus cuniculus clone LBNL1-125D4, complete sequence",AC144399.2,1.1E-55,89.503,0
Zotu1479,Eukaryota,Euglenozoa ,Kinetoplastea ,,,,uncultured kinetoplastid,"Uncultured kinetoplastid gene for 18S rRNA, partial sequence, clone: Lake Biwa hypolimnion 2",AB996691.1,5.14E-95,92.52,204529
Zotu1480,Eukaryota,Chordata   ,Mammalia      ,Lagomorpha     ,Leporidae         ,Oryctolagus ,Oryctolagus cuniculus,Oryctolagus cuniculus clone 179L1 kappa 1 light chain immunglobulin gene region,AY495827.1,4.61E-106,93.939,9986
Zotu1481,,,,,,,,,,,,
Zotu1482,,,,,,,,"Acomys russatus genome assembly, chromosome: 32",LR877243.1,5.66E-23,81.208,0
Zotu1483,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Cricetidae        ,Arvicola    ,Arvicola amphibius,"Arvicola amphibius genome assembly, chromosome: 16",LR862396.1,0.0000135,94.872,1047088
Zotu1484,,,,,,,,,,,,
Zotu1485,,,,,,,,,,,,
Zotu1486,,,,,,,,,,,,
Zotu1487,,,,,,,,,,,,
Zotu1488,,,,,,,,"Allobodo chlorophagus isolate CAK1 small subunit ribosomal RNA gene, partial sequence",MH656403.1,2.46E-78,88.889,0
Zotu1489,,,,,,,,,,,,
Zotu1490,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,2.34E-154,96.726,863246
Zotu1491,,,,,,,,,,,,
Zotu1492,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo curvifilus,"Bodo curvifilus 18S ribosomal RNA gene, partial sequence",AY425015.1,5.68E-89,94.545,351716
Zotu1493,,,,,,,,"Neobodo designis strain SCCAP BD54 18S ribosomal RNA gene, partial sequence",AY998650.1,2.07E-74,86.17,0
Zotu1494,,,,,,,,"Mus musculus targeted KO-first, conditional ready, lacZ-tagged mutant allele Lca5:tm1a(EUCOMM)Wtsi; transgenic",JN958158.1,6.65E-27,86.667,0
Zotu1495,,,,,,,,,,,,
Zotu1496,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Cricetidae        ,Onychomys   ,Onychomys torridus,"Onychomys torridus genome assembly, chromosome: 21",LR877208.1,2.87E-48,92.908,38674
Zotu1497,,,,,,,,,,,,
Zotu1498,,,,,,,,"Mouse DNA sequence from clone RP23-20K17 on chromosome 4, complete sequence",AL806517.9,9.84E-41,88.591,0
Zotu1499,,,,,,,,,,,,
Zotu1500,,,,,,,,,,,,
Zotu1501,,,,,,,,,,,,
Zotu1502,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Cricetidae        ,Onychomys   ,Onychomys torridus,"Onychomys torridus genome assembly, chromosome: 17",LR877204.1,1.34E-59,93.252,38674
Zotu1503,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Herpetomonas,Herpetomonas muscarum,"Herpetomonas muscarum isolate COLPROT 013 small subunit ribosomal RNA gene, partial sequence",KX901635.1,2.86E-57,95.833,5718
Zotu1504,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus 3 BAC CH230-248O1 (Children&apos;s Hospital Oakland Research Institute) complete sequence,AC115341.6,5.92E-78,97.222,10116
Zotu1505,,,,,,,,"Mouse DNA sequence from clone RP23-20K17 on chromosome 4, complete sequence",AL806517.9,4.58E-39,87.919,0
Zotu1506,,,,,,,,"Mus musculus BAC clone RP23-467P15 from 18, complete sequence",AC121824.2,2.61E-58,83.696,0
Zotu1507,,,,,,,,,,,,
Zotu1508,,,,,,,,,,,,
Zotu1509,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis strain SCCAP BD53 18S ribosomal RNA gene, partial sequence",AY998647.1,3.58E-111,98.298,312471
Zotu1510,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis isolate TeToto3 18S ribosomal RNA gene, partial sequence",AY753620.1,7.7E-113,98.723,312471
Zotu1511,Eukaryota,Euglenozoa ,Kinetoplastea ,Eubodonida     ,Bodonidae,Bodo        ,Bodo saltans,"Bodo saltans 18S ribosomal RNA gene, partial sequence",AY490230.1,6.43E-114,96.838,75058
Zotu1512,,,,,,,,,,,,
Zotu1513,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Mus         ,Mus musculus,"Mus musculus chromosome 17, clone RP23-174D11, complete sequence",AC110534.11,6.71E-60,90.86,10090
Zotu1514,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis isolate TeToto4 18S ribosomal RNA gene, partial sequence",AY753619.1,8.04E-93,93.277,312471
Zotu1515,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,8.92E-73,99.363,863246
Zotu1516,,,,,,,,,,,,
Zotu1517,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis isolate Dev1 18S ribosomal RNA gene, partial sequence",AY753612.1,5.09E-105,94.531,312471
Zotu1518,,,,,,,,"Mus musculus strain C57BL/6J clone rp23-74a5, complete sequence",AC133489.32,1.65E-44,82.819,0
Zotu1519,Eukaryota,Chordata   ,Mammalia      ,Lagomorpha     ,Leporidae         ,Oryctolagus ,Oryctolagus cuniculus,"Oryctolagus cuniculus clone BAC LBAB_852G10, complete sequence",KJ810983.1,9.92E-83,94.286,9986
Zotu1520,Eukaryota,Euglenozoa ,Kinetoplastea ,Eubodonida     ,Bodonidae,,Bodonidae sp. Jockey thermal pool,"Bodonidae sp. Jockey thermal pool 18S ribosomal RNA gene, partial sequence",AY490219.1,1.09E-91,92.032,266811
Zotu1521,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo curvifilus,"Bodo curvifilus 18S ribosomal RNA gene, partial sequence",AY425015.1,1.23E-85,93.636,351716
Zotu1522,,,,,,,,,,,,
Zotu1523,Eukaryota,,,,,,uncultured eukaryote,"Uncultured eukaryote partial 18S rRNA gene, clone SIBO788_N12D1_18S_E",LN581275.1,3.67E-61,97.26,100272
Zotu1524,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Rhynchomonadidae,Klosteria   ,Klosteria bodomorphis,"Klosteria bodomorphis small subunit ribosomal RNA gene, partial sequence",AY268046.1,6.77E-64,96.732,240580
Zotu1525,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Leishmania  ,Leishmania infantum,"Leishmania infantum isolate CBT 276 small subunit ribosomal RNA gene, partial sequence",MN757921.1,1.6E-140,97.959,5671
Zotu1526,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,2.3E-164,98.507,863246
Zotu1527,,,,,,,,,,,,
Zotu1528,,,,,,,,,,,,
Zotu1529,,,,,,,,,,,,
Zotu1530,,,,,,,,"Mus musculus chromosome 8, clone RP23-307O2, complete sequence",AC165233.6,3.47E-51,86.735,0
Zotu1531,,,,,,,,,,,,
Zotu1532,,,,,,,,,,,,
Zotu1533,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus rattus,"PREDICTED: Rattus rattus guanylate-binding protein 1-like (LOC116895226), mRNA",XM_032896554.1,4.31E-24,100,10117
Zotu1534,,,,,,,,"Neobodo designis strain SCCAP BD54 18S ribosomal RNA gene, partial sequence",AY998650.1,9.65E-73,85.816,0
Zotu1535,,,,,,,,"Neobodo designis strain SCCAP BD54 18S ribosomal RNA gene, partial sequence",AY998650.1,2.68E-73,86.071,0
Zotu1536,,,,,,,,,,,,
Zotu1537,,,,,,,,,,,,
Zotu1538,,,,,,,,,,,,
Zotu1539,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,2.3E-164,98.503,863246
Zotu1540,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,1.08E-157,97.313,863246
Zotu1541,,,,,,,,,,,,
Zotu1542,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,1.08E-157,97.313,863246
Zotu1543,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus rattus,"PREDICTED: Rattus rattus guanylate-binding protein 1-like (LOC116895226), mRNA",XM_032896554.1,6.36E-24,100,10117
Zotu1544,,,,,,,,,,,,
Zotu1545,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus rattus,"PREDICTED: Rattus rattus guanylate-binding protein 1-like (LOC116895226), mRNA",XM_032896554.1,5.38E-24,100,10117
Zotu1546,,,,,,,,,,,,
Zotu1547,,,,,,,,,,,,
Zotu1548,,,,,,,,"Oryctolagus cuniculus clone BAC LBAB_29G08, complete sequence",KJ810980.1,8.4E-74,87.209,0
Zotu1549,,,,,,,,"Neobodo designis strain SCCAP BD54 18S ribosomal RNA gene, partial sequence",AY998650.1,2.63E-78,87.05,0
Zotu1550,,,,,,,,"Allobodo chlorophagus isolate CAK1 small subunit ribosomal RNA gene, partial sequence",MH656403.1,1.15E-76,88.492,0
Zotu1551,,,,,,,,,,,,
Zotu1552,,,,,,,,"Mus musculus BAC clone RP24-502H6 from chromosome 13, complete sequence",AC165281.2,1.44E-33,87.407,0
Zotu1553,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma vegrandis,"Trypanosoma vegrandis isolate OTU3687 18S ribosomal RNA gene, partial sequence",KY640322.1,1.13E-172,98.028,1648351
Zotu1554,,,,,,,,,,,,
Zotu1555,,,,,,,,,,,,
Zotu1556,Eukaryota,,,,,,uncultured eukaryote,"Uncultured eukaryote clone L5.9 18S ribosomal RNA gene, partial sequence",AY753975.1,5.23E-95,92.188,100272
Zotu1557,,,,,,,,,,,,
Zotu1558,,,,,,,,,,,,
Zotu1559,Eukaryota,,,,,,uncultured eukaryote,"Uncultured eukaryote clone L5.9 18S ribosomal RNA gene, partial sequence",AY753975.1,2.43E-93,91.797,100272
Zotu1560,,,,,,,,,,,,
Zotu1561,,,,,,,,,,,,
Zotu1562,,,,,,,,,,,,
Zotu1563,,,,,,,,,,,,
Zotu1564,,,,,,,,,,,,
Zotu1565,,,,,,,,,,,,
Zotu1566,Eukaryota,Euglenozoa ,Kinetoplastea ,Eubodonida     ,Bodonidae,Bodo        ,Bodo saltans,"Bodo saltans 18S ribosomal RNA gene, partial sequence",AY490230.1,2.99E-112,96.443,75058
Zotu1567,,,,,,,,,,,,
Zotu1568,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus CH230-62C22 (Children&apos;s Hospital Oakland Research Institute Rat (BN/SsNHsd/MCW) BAC library) complete sequence,AC096406.7,1.08E-85,97.409,10116
Zotu1569,,,,,,,,"Acomys russatus genome assembly, chromosome: 8",LR877219.1,3.48E-10,80.952,0
Zotu1570,,,,,,,,,,,,
Zotu1571,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus rattus,"PREDICTED: Rattus rattus guanylate-binding protein 1-like (LOC116895226), mRNA",XM_032896554.1,5.25E-24,100,10117
Zotu1572,,,,,,,,,,,,
Zotu1574,,,,,,,,,,,,
Zotu1575,,,,,,,,,,,,
Zotu1576,,,,,,,,"Arvicola amphibius genome assembly, chromosome: 13",LR862393.1,4.3E-15,89.189,0
Zotu1577,,,,,,,,,,,,
Zotu1578,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Mus         ,Mus musculus,"Mouse DNA sequence from clone RP23-20K17 on chromosome 4, complete sequence",AL806517.9,3.46E-45,90.476,10090
Zotu1579,,,,,,,,,,,,
Zotu1580,,,,,,,,,,,,
Zotu1581,,,,,,,,,,,,
Zotu1582,,,,,,,,,,,,
Zotu1583,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis strain HFCC306 18S ribosomal RNA gene, partial sequence",DQ207583.1,1.85E-99,93.307,312471
Zotu1584,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus rattus,"PREDICTED: Rattus rattus guanylate-binding protein 1-like (LOC116895226), mRNA",XM_032896554.1,5.69E-24,100,10117
Zotu1585,,,,,,,,,,,,
Zotu1586,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus BAC CH230-390M9 (Children&apos;s Hospital Oakland Research Institute) complete sequence,AC129670.4,3.41E-45,95.122,10116
Zotu1587,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma vegrandis,"Trypanosoma vegrandis isolate OTU3687 18S ribosomal RNA gene, partial sequence",KY640322.1,2.42E-174,98.31,1648351
Zotu1588,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma vegrandis,"Trypanosoma vegrandis isolate OTU3687 18S ribosomal RNA gene, partial sequence",KY640322.1,2.42E-174,98.31,1648351
Zotu1589,Eukaryota,,,,,,uncultured eukaryote,"Uncultured eukaryote clone L5.9 18S ribosomal RNA gene, partial sequence",AY753975.1,8.93E-88,90.494,100272
Zotu1590,Eukaryota,,,,,,uncultured eukaryote,"Uncultured eukaryote clone L5.9 18S ribosomal RNA gene, partial sequence",AY753975.1,4.06E-86,90.196,100272
Zotu1591,,,,,,,,"Uncultured kinetoplastid clone IP_39 18S ribosomal RNA gene, partial sequence",JN629986.1,2.48E-73,87.5,0
Zotu1592,,,,,,,,,,,,
Zotu1593,,,,,,,,,,,,
Zotu1594,,,,,,,,"Acomys russatus genome assembly, chromosome: 8",LR877219.1,6.32E-10,80.952,0
Zotu1595,,,,,,,,,,,,
Zotu1596,,,,,,,,,,,,
Zotu1597,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis strain SCCAP BD55 18S ribosomal RNA gene, partial sequence",AY998651.1,4.95E-105,95.2,312471
Zotu1598,Eukaryota,Euglenozoa ,Kinetoplastea ,Eubodonida     ,Bodonidae,,Bodonidae sp. Jockey thermal pool,"Bodonidae sp. Jockey thermal pool 18S ribosomal RNA gene, partial sequence",AY490219.1,1.09E-91,91.968,266811
Zotu1599,,,,,,,,,,,,
Zotu1600,,,,,,,,,,,,
Zotu1601,,,,,,,,,,,,
Zotu1602,,,,,,,,,,,,
Zotu1603,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus Y Chr BAC RNECO-178E11 (Amplicon Express Rat SHR-Akr (EcoR1 Digest) BAC library) complete sequence,AC243789.4,3.38E-102,91.667,10116
Zotu1604,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Cricetidae        ,Onychomys   ,Onychomys torridus,"Onychomys torridus genome assembly, chromosome: 23",LR877210.1,7.73E-19,90.123,38674
Zotu1605,,,,,,,,,,,,
Zotu1606,Eukaryota,Euglenozoa ,Kinetoplastea ,Eubodonida     ,Bodonidae,Bodo        ,Bodo saltans,"Bodo saltans small subunit ribosomal RNA gene, partial sequence",MH614643.1,4.97E-115,97.211,75058
Zotu1607,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,3.02E-153,96.687,863246
Zotu1608,Eukaryota,Chordata   ,Mammalia      ,Lagomorpha     ,Leporidae         ,Oryctolagus ,Oryctolagus cuniculus,"Oryctolagus cuniculus breed New Zealand White clone LB1-18E1, complete sequence",AC124040.3,2.7E-113,93.127,9986
Zotu1609,,,,,,,,,,,,
Zotu1610,Eukaryota,Chordata   ,Mammalia      ,Lagomorpha     ,Leporidae         ,Oryctolagus ,Oryctolagus cuniculus,"Oryctolagus cuniculus, clone 0009H09, complete sequence",AC234889.2,1.15E-75,92.683,9986
Zotu1611,Eukaryota,Euglenozoa ,Kinetoplastea ,Eubodonida     ,Bodonidae,Bodo        ,Bodo saltans,"Bodo saltans 18S ribosomal RNA gene, partial sequence",AY490230.1,1.07E-111,96.443,75058
Zotu1612,,,,,,,,"Uncultured kinetoplastid clone CB_101 18S ribosomal RNA gene, partial sequence",JN629578.1,1.91E-59,85.062,0
Zotu1613,Eukaryota,Chordata   ,Mammalia      ,Lagomorpha     ,Leporidae         ,Oryctolagus ,Oryctolagus cuniculus,"Oryctolagus cuniculus, clone Oryctolagus cuniculus-16720857A1, complete sequence",AC158745.2,2.66E-109,94.697,9986
Zotu1614,,,,,,,,,,,,
Zotu1615,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,1.07E-162,98.214,863246
Zotu1616,,,,,,,,,,,,
Zotu1617,,,,,,,,,,,,
Zotu1618,,,,,,,,,,,,
Zotu1619,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,1.09E-152,96.429,863246
